original_title,production_companies
Sweeney Todd: The Demon Barber of Fleet Street, Parkes+MacDonald Image Nation
Grindhouse, Troublemaker Studios
Blackhat, Legendary Pictures
The Rundown,Columbia Pictures
Peter Pan, Quinta Communications
Return to Me,Metro-Goldwyn-Mayer (MGM)
Showtime,Village Roadshow Pictures
Priest,Screen Gems
Rat Race,Paramount Pictures
Upside Down, Studio 37
RED,DC Comics
Elf,New Line Cinema
Ocean's Thirteen,Village Roadshow Pictures
American Sniper,Village Roadshow Pictures
Billy Elliot, StudioCanal
Smokin' Aces, Scion Films
Hanna, Sechzehnte Babelsberg Film
Extraordinary Measures,Double Feature Films
From Hell, Underworld Entertainment
The Matrix Reloaded, Warner Bros.
Black Nativity, Fox Searchlight
Halloween,Dimension Films
Rock of Ages, Corner Store Entertainment
The Musketeer, Signature Entertainment
Kingdom of Heaven, Kanzaman
The Lake House, Vertigo Entertainment
Cinderella, Allison Shearmur Productions
Taken 2, Grive Productions
The Cell, Katira Productions GmbH & Co. KG
The Boondock Saints II: All Saints Day,Chris Brinker Productions
Edge of Darkness, Warner Bros.
Far from Heaven,Clear Blue Sky Productions
P.S. I Love You, Alcon Entertainment
The Wolf of Wall Street, Red Granite Pictures
Street Kings,Fox Searchlight Pictures
Ghost Rider, Michael De Luca Productions
Begin Again,Likely Story
The Secret Life of Bees,Fox Searchlight Pictures
Chocolat, Fat Free
The Secret Life of Walter Mitty,New Line Cinema
The Boat That Rocked,Universal Pictures
Pineapple Express,Columbia Pictures
Skyline, Rat Entertainment
Scream 3, Dimension Films
Maid in Manhattan, Shoelace Productions
Jumping the Broom, Sony Pictures Worldwide Acquisitions (SPWA)
The Blind Side,Alcon Entertainment
Whiteout, Don Carmody Productions
What to Expect When You're Expecting, What to Expect Productions
We Are Your Friends,Working Title Films
How to Lose Friends & Alienate People, Intandem Films
The Kite Runner, MacDonald/Parkes Productions
Nanny McPhee, Metro-Goldwyn-Mayer (MGM)
Starsky & Hutch, Warner Bros.
The Cell, Radical Media
Joy Ride, LivePlanet
Daredevil, Marvel Enterprises
Avatar,Ingenious Film Partners
R.I.P.D., Original Film
Moneyball,Columbia Pictures
Crank,Lions Gate Films
Bad Santa, Dimension Films (US version)
The Last Airbender, Kennedy/Marshall Company
Reign Over Me, Madison 23
The Rover, Screen Australia
This Is 40,Apatow Productions
Bruce Almighty, Spyglass Entertainment
A Very Harold & Kumar Christmas, Mandate Pictures
My Blueberry Nights,Block 2 Pictures
The King's Speech, Bedlam Productions
Anger Management, Revolution Studios
Diary of a Wimpy Kid: Rodrick Rules, Color Force
The Grudge, Senator International
Belle, Pinewood Studios
Dracula Untold, Michael De Luca Productions
Freedom Writers,Double Feature Films
Duplicity,Universal Pictures
Paddington, Heyday Films
30 Minutes or Less,Columbia Pictures
Snitch,Front Street Productions
Escape from Planet Earth, The
The Musketeer, The
Eragon, Dune Entertainment
Miami Vice,Universal Pictures
The Weather Man, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
The Polar Express,Castle Rock Entertainment
Night at the Museum: Secret of the Tomb,Twentieth Century Fox Film Corporation
The Danish Girl, Working Title Films
Diana, Le Pacte
The Bucket List, Zadan / Meron Productions
Mr. & Mrs. Smith, Summit Entertainment
P.S. I Love You,Wendy Finerman Productions
Taken 2,Twentieth Century Fox Film Corporation
Percy Jackson: Sea of Monsters, Dune Entertainment III
D-Tox,Universal Pictures
Wanderlust,Relativity Media
The Spirit, Odd Lot Entertainment
The Ghost Writer, France 2 CinÃ©ma
Timeline, Artists Production Group (APG)
No Strings Attached, The
Poltergeist, Vertigo Entertainment
Meet the Parents, Tribeca Productions
Blood Ties, LGM Productions
Sanctum,Universal Pictures
Zodiac,Paramount Pictures
About Last Night, Rainforest Films
"Crazy, Stupid, Love.",Warner Bros.
Jack Ryan: Shadow Recruit,Paramount Pictures
Spy Kids,Dimension Films
Creed, Metro-Goldwyn-Mayer (MGM)
Fantastic Four, 1492 Pictures
The Good German,Warner Bros.
The Bling Ring,PathÃ© Distribution
American Sniper, Malpaso Productions
Hugo, Infinitum Nihil
Swimming Pool, FOZ
Edge of Darkness,Icon Productions
The Wedding Planner, Tapestry Films
Mulholland Drive, The Picture Factory
The Hitchhiker's Guide to the Galaxy,Spyglass Entertainment
Hancock, Forward Pass
G.I. Joe: The Rise of Cobra, Hasbro
Taken, M6 Films
Tears of the Sun, Cheyenne Enterprises
Derailed, Di Bonaventura Pictures
Daybreakers, Pictures in Paradise
The Skulls, Cranium Films
Exit Wounds, Warner Bros.
Sherlock Holmes: A Game of Shadows,Village Roadshow Pictures
Suspect Zero,Paramount Pictures
All the King's Men, Relativity Media
Assault on Precinct 13,Rogue Pictures
X-Men Origins: Wolverine, Dune Entertainment
The Exorcism of Emily Rose, Firm Films
Something's Gotta Give, Waverly Films
K-19: The Widowmaker, National Geographic Society
Unstoppable, Scott Free Productions
Step Brothers, Relativity Media
Monster-in-Law, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
Ice Age: The Meltdown, Twentieth Century Fox Animation
J. Edgar, Wintergreen Productions
Man on a Ledge, Di Bonaventura Picture
Evolution, Columbia Pictures Corporation
Spartan, Signature Pictures
Fast & Furious 6, Original Film
The Rite,New Line Cinema
Collateral, Edge City
Fast & Furious, Original Film
The Fourth Kind, Chambara Pictures
In Time, Strike Entertainment
Shanghai Knights,Spyglass Entertainment
La migliore offerta, Warner Bros.
Daybreakers, Pacific Film and Television Commission
16 Blocks, Alcon Entertainment
Everything Must Go, IM Global
Let Me In, EFTI
The Emperor's New Groove,Walt Disney Pictures
The Aviator, Forward Pass
88 Minutes, Brightlight Pictures
Failure to Launch,Paramount Pictures
Memoirs of a Geisha,DreamWorks SKG
An Unfinished Life, The Ladd Company
The Taking of Pelham 1 2 3, Metro-Goldwyn-Mayer (MGM)
War of the Worlds,Paramount Pictures
AntiTrust, Metro-Goldwyn-Mayer (MGM)
Finding Neverland,Miramax Films
Around the World in 80 Days, Mostow/Lieberman Productions
House of Wax, Warner Bros.
Extremely Loud & Incredibly Close, Scott Rudin Productions
Sisters,Little Stranger
House of 1000 Corpses, Spectacle Entertainment Group
Pitch Black, Polygram Filmed Entertainment
Ji jie hao,Huayi Brothers Media Corporation
Cradle 2 the Grave, Warner Bros.
The Best Exotic Marigold Hotel, Imagenation Abu Dhabi FZ
Ouija, Hasbro
Green Zone, StudioCanal
Monster-in-Law, Spring Creek Productions
The Texas Chainsaw Massacre, Radar Pictures
Defiance, The
Source Code, Vendome Pictures
Jimmy Neutron: Boy Genius, Universal Cartoon Studios
Charlie St. Cloud,Universal Pictures
The Polar Express, Universal CGI
Whiteout, Canadian Film or Video Production Tax Credit (CPTC)
The King's Speech, UK Film Council
The Cold Light of Day, Intrepid Pictures
Seeking Justice, Aura Film Partnership
Night at the Museum: Battle of the Smithsonian, Dune Entertainment
Evolution,DreamWorks SKG
Paul,Universal Pictures
Abduction, Tailor Made
Gothika, Dark Castle Entertainment
War Horse, The
Grindhouse, Yer Dead Productions
Saw III, Twisted Pictures
Open Season,Sony Pictures Animation
In the Land of Women,Castle Rock Entertainment
The Da Vinci Code, Skylark Productions
Harry Potter and the Philosopher's Stone,1492 Pictures
Driven,Epsilon Motion Pictures
Ocean's Eleven,Village Roadshow Pictures
The Spy Next Door,Robert Simonds Productions
Unstoppable,Twentieth Century Fox Film Corporation
The Last Castle,DreamWorks SKG
The Book of Eli,Alcon Entertainment
Stay Alive, Hollywood Pictures
The Adventures of Pluto Nash, NPV Entertainment
The Woman in Black, Talisman Productions
Ghosts of the Abyss, Earthship Productions
Firewall, Warner Bros.
Honey, Marc Platt Productions
The Lookout,Miramax Films
The Avengers,Marvel Studios
The Big Bounce, Shangri-La Entertainment
Return to Never Land, Walt Disney Animation Canada
Sinister 2, IM Global
"Alexander and the Terrible, Horrible, No Good, Very Bad Day", Jim Henson Company
Hachi: A Dog's Tale,Grand Army Entertainment
The Pyramid, Silvatar Media
Night at the Museum: Battle of the Smithsonian, 21 Laps Entertainment
The Matrix Revolutions,Village Roadshow Pictures
The Grand Budapest Hotel, TSG Entertainment
17 Again, Offspring Entertainment
Drive Angry,Summit Entertainment
Punisher: War Zone, Marvel Knights
The Covenant,Screen Gems
Mao's Last Dancer,Great Scott Productions Pty. Ltd.
Despicable Me 2, Illumination Entertainment
Country Strong,Maguire Entertainment
Machete,Dune Entertainment
Movie 43, Virgin Produced
Vertical Limit,Columbia Pictures Corporation
FearDotCom, DoRo Fiction Film
Transformers: Dark of the Moon, Indochina Productions
Corpse Bride, Will Vinton Studios
The Machinist, Canal+ EspaÃ±a
300,Virtual Studios
Sicario,Lionsgate
Revolutionary Road,DreamWorks SKG
RoboCop, Metro-Goldwyn-Mayer (MGM)
Prom,Walt Disney Pictures
A Mighty Heart, Paramount Vantage
Doomsday, Scion Films
Limitless, Virgin Produced
Hostage, Stratus Film Co.
Funny People,Columbia Pictures
Scary Movie 2,Gold/Miller Productions
Need for Speed, Touchstone Pictures
Sahara, Mace Neufeld Productions
Are We There Yet?, Cube Vision
The Bourne Supremacy,Universal Pictures
Gone Girl, TSG Entertainment
The Railway Man, Latitude Media
The Girl with the Dragon Tattoo, Scott Rudin Productions
Mirror Mirror, Misher Films
Poseidon,Virtual Studios
Windtalkers,Lion Rock Productions
Post Grad,Dune Entertainment
Star Wars: The Force Awakens,Lucasfilm
Madagascar 3: Europe's Most Wanted,DreamWorks Animation
Cowboys & Aliens, DreamWorks SKG
Unbroken,Legendary Pictures
The Italian Job,Paramount Pictures
Exit Wounds,NPV Entertainment
Two Weeks Notice, Castle Rock Entertainment
Constantine,Village Roadshow Pictures
Moulin Rouge!,Bazmark Films
Little Fockers, Dreamworks Pictures
Star Wars: Episode II - Attack of the Clones,Lucasfilm
Olympus Has Fallen, Millennium Films
Her,Annapurna Pictures
Hancock, Relativity Media
Adaptation.,Columbia Pictures
Paul, Big Talk Productions
Zodiac, Phoenix Pictures
Grown Ups 2, Sony Pictures Entertainment (SPE)
Final Destination 5, Practical Pictures
Moms' Night Out, Provident Films
G-Force, Jerry Bruckheimer Films
Piranha 3D, Intellectual Properties Worldwide
Jack and Jill,Columbia Pictures
Step Brothers, Apatow Productions
Contraband, Closest to the Hole Productions
Invictus, Revelations Entertainment
The Adventures of Rocky & Bullwinkle, Capella International
Austin Powers in Goldmember,New Line Cinema
Green Zone, Working Title Films
Mission: Impossible II, Munich Film Partners & Company (MFP) MI2 Productions
21 & Over, Virgin Produced
Guardians of the Galaxy,Marvel Studios
28 Days Later...,DNA Films
Agent Cody Banks,Splendid Pictures
The Polar Express, Shangri-La Entertainment
War Horse,DreamWorks SKG
Sabotage, Roth Films
300, Atmosphere Entertainment MM
Agent Cody Banks, Madacy Entertainment
Taken 3, CinÃ©+
A Walk to Remember, Warner Bros.
We Own the Night,Columbia Pictures
Sherlock Holmes: A Game of Shadows, Wigram Productions
16 Blocks, Millennium Films
50 First Dates, Anonymous Content
Meet Dave, Guy Walks into a Bar Productions
Rambo,Rogue Marble
Body of Lies, Warner Bros.
Elizabethtown, KMP Film Invest
Kung Fu Panda 2,DreamWorks Animation
Take Me Home Tonight, Internationale Filmproduktion Blackbird Dritte
Epic Movie, Regency Enterprises
Harry Potter and the Prisoner of Azkaban, Heyday Films
The Heartbreak Kid, Davis Entertainment
The Lego Movie,Village Roadshow Pictures
About a Boy,Universal Pictures
Honey, NuAmerica Entertainment
30 Days of Night, HorrorFlix
The Hours, Miramax Films
Kingsman: The Secret Service, Cloudy Productions
Men in Black II, Parkes+MacDonald Image Nation
Basic Instinct 2,Intermedia Films
Resident Evil,Impact Pictures
The Ant Bully, Legendary Pictures
Syriana, Warner Bros.
Monsters University, Pixar Animation Studios
The Good German, Section Eight Productions
The Night Before,Sony Pictures
Pirates of the Caribbean: Dead Man's Chest, Jerry Bruckheimer Films
The Legend of Bagger Vance, Twentieth Century Fox Film Corporation
Sherlock Holmes: A Game of Shadows, Warner Bros.
Victor Frankenstein, Moving Picture Company (MPC)
A Walk to Remember,Pandora Pictures
Valentine's Day, Karz Entertainment
Eight Below, Mandeville Films
"I, Frankenstein", Lionsgate
Duplicity, Laura Bickford Productions
The Amityville Horror,Platinum Dunes
A Beautiful Mind, Universal Pictures
Piranha 3D,The Weinstein Company
Gangs of New York, Alberto Grimaldi Productions
The Love Guru, Goldcrest Pictures
Flushed Away,Aardman Animations
The Hangover, Warner Bros.
Paycheck, DreamWorks SKG
Lords of Dogtown,Columbia Pictures
Freedom Writers, Kernos Filmproduktionsgesellschaft & Company
A Perfect Getaway, QED International
Little Fockers, Relativity Media
All Is Lost, FilmNation Entertainment
Devil's Due, Davis Entertainment
The Way Back, Imagenation Abu Dhabi FZ
The Hangover Part II, Warner Bros.
Shrek 2, DreamWorks Animation
Harry Potter and the Deathly Hallows: Part 1, Heyday Films
Dark Shadows,Village Roadshow Pictures
Failure to Launch, Failure to Launch Productions
The Guardian, Touchstone Pictures
Itâ€™s a Boy Girl Thing, Scion Films
The Lovely Bones, Key Creatives
Spy Game, Metropolitan Filmexport
The Lone Ranger, Silver Bullet Productions (II)
The In Crowd,Warner Bros. Pictures
Frida, Handprint Entertainment
Treasure Planet,Walt Disney Pictures
Proof,Miramax Films
Burnt, 3 Arts Entertainment
Men in Black 3, Hemisphere Media Capital
Not Another Teen Movie,Original Film
From Justin to Kelly,20th Century Fox
Silent Hill: Revelation 3D,Davis-Films
Running Scared, Pierce/Williams Entertainment
The Bad Lieutenant: Port of Call - New Orleans, Nu Image Films
Riddick, Radar Pictures
The Polar Express, Playtone
Just My Luck,Regency Enterprises
The Ring,DreamWorks SKG
Jeepers Creepers,United Artists
The Adventures of Rocky & Bullwinkle,Universal Pictures
The Departed, Plan B Entertainment
300: Rise of an Empire,Legendary Pictures
Keeping the Faith, Touchstone Pictures
Vacancy, Hal Lieberman Company
Up,Walt Disney Pictures
Corpse Bride, Laika Entertainment
Straw Dogs,Battleplan Productions
The Age of Adaline,Lakeshore Entertainment
The Day the Earth Stood Still, Earth Canada Productions
Lockout,Canal+
World War Z, Hemisphere Media Capital
The Transporter, Current Entertainment
The Maze Runner, Temple Hill Entertainment
The Boat That Rocked, Studio Canal
The Change-Up, Big Kid Pictures
Transporter 3, EuropaCorp
Looney Tunes: Back in Action, Goldmann Pictures
Sahara, Desertlands Entertainment
The Stepford Wives, De Line Pictures
Stolen, Millennium Films
Gladiator,DreamWorks SKG
RockNRolla,StudioCanal
Dawn of the Dead, Metropolitan Filmexport
Supernova, Screenland Pictures
The Possession, North Box Productions
Capote, Province of British Columbia Production Services Tax Credit
Rango, GK Films
Transporter 3,Europa Corp
Snatch, SKA Films
Harry Potter and the Chamber of Secrets, MIRACLE Productions GmbH & Co. KG
Spring Breakers, Pop Films
The Wedding Ringer,Miramax Films
Sylvia,Focus Films
Public Enemies, Forward Pass
Shark Tale, DreamWorks Animation
Dylan Dog: Dead of Night, platinum studios
Inkheart, Internationale Filmproduktion Blackbird Erste
City of Ember, Walden Media
Behind Enemy Lines, Davis Entertainment
Adaptation., Beverly Detroit
Just Married, Mediastream Dritte Film GmbH & Co. Beteiligungs KG
How to Lose Friends & Alienate People, Film4
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan, Four By Two Productions
Killing Them Softly, 1984 Private Defense Contractors
The Pyramid,Fox International Productions
John Wick, 87Eleven
The Back-Up Plan, CBS Films
Along Came a Spider, David Brown Productions
Hanging Up, Nora Ephron Productions
Stolen, Nu Image Films
Snitch, Exclusive Media Group
Doubt,Miramax Films
Transformers: Age of Extinction, Platinum Dunes
X-Men, Donners' Company
The Rover, Blue-Tongue Films
9, Starz Animation
The Cell, Caro-McLeod
Zoolander, Scott Rudin Productions
Solomon Kane,Davis-Films
A Man Apart, Joseph Nittolo Entertainment
21 Jump Street, Metro-Goldwyn-Mayer (MGM)
The Company Men, Battle Mountain Films
It's Complicated,Universal Pictures
Perfume: The Story of a Murderer, Ikiru Films
Babylon A.D., CinÃ©CinÃ©ma
Cowboys & Aliens, platinum studios
Captain America: The Winter Soldier,Marvel Studios
S.W.A.T., Illusion Entertainment
The Chronicles of Riddick, One Race Productions
Dark Blue, Intermedia Films
Ender's Game, K/O Paper Products
Couples Retreat, Wild West Picture Show Productions
21,Columbia Pictures
Jobs, Silver Reel
Fever Pitch, Flower Films (II)
Upside Down,Onyx Films
Pirates of the Caribbean: The Curse of the Black Pearl, Jerry Bruckheimer Films
Something's Gotta Give, Warner Bros.
Nim's Island,Walden Media
Shutter Island, Sikelia Productions
