id,title,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4
218043,Left Behind,airplane,the rapture,remake,pilot hero,
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",based on novel,job interview,bad luck,wish,one day
220488,My Lucky Star,hong kong,macau,woman director,,
222649,Rosewater,prison,biography,reporter,interrogation,iran
222899,About Last Night,duringcreditsstinger,,,,
222935,The Fault in Our Stars,amsterdam,based on novel,support group,cancer,teenager
222936,Aloha,love triangle,hawaii,satellite,military,duringcreditsstinger
223485,Slow West,fire,bounty hunter,shotgun,horseback riding,horse
223702,Sausage Party,supermarket,party,sausage,food,anthropomorphism
224141,Into the Woods,witch,cinderella,prince,fairy tale,musical
224569,Taxman,machinegun,tax inspector,wedding party,,
225235,The Geographer Drank His Globe Away,alcohol,adultery,river,camping,province
225565,That Awkward Moment,male friendship,friendship,dating,relationship,duringcreditsstinger
225574,Non-Stop,airplane,conspiracy,airplane crash,cell phone,hijack
225886,Sex Tape,marriage,internet,relationship,family,sex tape
226354,The Christmas Candle,angel,miracle,village,christian,candle
226458,Backmask,possession,,,,
226857,Endless Love,teenage romance,,,,
227156,The Giver,dystopia,black and white,based on young adult novel,,
227159,Horrible Bosses 2,prison,kidnapping,sequel,car chase,sex addict
227306,Unbroken,world war ii,prisoners of war,biography,sport,war
227348,Paranormal Activity: The Marked Ones,supernatural,demon,found footage,,
227707,The Adventurer: The Curse of the Midas Box,london england,based on novel,key,adventure,supernatural
227719,Project Almanac,time travel,time machine,teenager,found footage,
227735,Dolphin Tale 2,dolphin,aquarium,swimming,,
227783,The Nut Job,squirrel,3d,,,
227973,The Peanuts Movie,based on comic strip,family,3d,charlie brown,snoopy
227975,Futuro Beach,germany,gay,portugal,drowning,nudity
228066,Victor Frankenstein,london england,human experimentation,frankenstein,reanimated corpse,frankenstein's monster
228150,Fury,world war ii,nazis,war,nazi germany,panzer
228161,Home,friendship,spaceship,space,alien,alien invasion
228165,The SpongeBob Movie: Sponge Out of Water,ocean,sea,star,water,comedy
228194,The Hundred-Foot Journey,france,based on novel,indian lead,restaurant,family
228203,"McFarland, USA",california,small town,coach,championship,woman director
228205,The Longest Ride,based on novel,art student,cowboy,injury,bull riding
228326,The Book of Life,love triangle,afterlife,day of the dead,bullfighting,
228550,Raymond Did It,high school,murder,slasher,teenager,
228967,The Interview,cia,coup d'etat,north korea,assassination attempt,evil dictator
228970,Wild,adventure,biography,hiking,based on true story,traveller
230266,Miss Julie,love triangle,love,irish,valet,woman director
231576,Wish I Was Here,jew,independent film,homeschooling,family,struggling actor
231617,"Signed, Sealed, Delivered",date,love at first sight,narration,investigation,team
232672,Blended,africa,blind date,relationship,family vacation,family
232679,When the Game Stands Tall,american football,sport,high school sports,,
234212,Demonic,detective,haunted house,investigation,anti-christ,possession
235260,Son of God,biography,resurrection,,,
235271,Addicted,infidelity,obsession,lie,sin,interracial relationship
236751,Heaven is for Real,based on novel,faith,based on true events,,
238603,Earth to Echo,alien,found footage,,,
238615,Self/less,lie,immortality,terminal illness,laboratory,cancer
238636,The Purge: Anarchy,bus,assault rifle,sniper,machete,dystopia
239563,St. Vincent,babysitter,friendship,neighbor,divorce,child of divorce
239566,Get on Up,biography,james brown,,,
239571,The Best of Me,high school sweetheart,,,,
239573,Unfinished Business,europe,business trip,,,
239678,This Is Where I Leave You,based on novel,funeral,dysfunctional family,death of father,man child
240832,Lucy,artificial intelligence,telepathy,intelligence,drug mule,telekinesis
241239,A Most Violent Year,corruption,capitalism,winter,american dream,immigrant
241251,The Boy Next Door,male nudity,female nudity,sex,adultery,infidelity
241254,The Prince,mobster,justice,retired,missing,missing daughter
241257,Regression,investigation,memory loss,,,
241259,Alice Through the Looking Glass,based on novel,clock,queen,sequel,alice in wonderland
241554,Run All Night,hitman,revenge,murder,on the run,mobster
241766,Lords of London,wife husband relationship,gangster,mysterious killer,,
241771,Beyond the Lights,talent,success,musician,woman director,
242083,Hits,talent,delusion,fame,teenager,viral video
242095,The Signal,hacker,supernatural powers,road trip,independent film,superpower
242166,Red Sky,love triangle,middle east,fight,kidnapping,missile
242512,Ouija,death of a friend,swimming pool,ouija,ouija board,teenager
242575,"Guten Tag, Ramón",germany,mexican,,,
242582,Nightcrawler,journalism,underground,tv station,sociopath,home invasion
243938,Hot Tub Time Machine 2,time travel,sequel,hot tub,duringcreditsstinger,
243940,The Lazarus Effect,terror,experiment,afterlife,paranormal,violence
244114,Firestorm,robbery,street war,gun battle,rogue cop,
244267,I Origins,independent film,eyes,molecular biologist,,
244316,Into the Grizzly Maze,grizzly bear,wilderness,forest,alaska,survival
244403,Rudderless,father son relationship,rock band,grieving father,,
244534,Happy Christmas,family,mumblecore,christmas,,
244772,The Skeleton Twins,new york,adultery,confession,brother sister relationship,infidelity
244776,The Sleepwalker,woman director,young couple,secluded,family estate,
244783,Song One,woman director,,,,
244786,Whiplash,jazz,obsession,conservatory,music teacher,new york city
245700,Mr. Turner,painter,,,,
245703,Midnight Special,father son relationship,helicopter,fbi,motel,chase
245846,Strangerland,australia,missing child,outback,alcoholic drink,troubled marriage
245916,Kill the Messenger,biography,,,,
246403,Tusk,canada,obsession,walrus,deception,search
246449,Against the Wild,cave,plane wreck,salmon,bears,northern canada
246655,X-Men: Apocalypse,mutant,supernatural powers,marvel comic,superhero,based on comic book
248774,Obvious Child,independent film,woman director,,,
249164,If I Stay,coma,musician,teenage girl,car accident,teenager
250066,American Heist,brother brother relationship,robbery,bank,,
250124,The Diary of a Teenage Girl,1970s,teenage girl,older man younger woman relationship,based on graphic novel,teenage sexuality
250184,Locker 13,terror,anthology,suspense,,
250546,Annabelle,prequel,evil doll,killer doll,spin off,doll
250902,The Image Revolution,comic book,biography,comic book artist,image comics,comic book industry
251321,Aloft,new age,woman director,healer,,
251471,A LEGO Brickumentary,pop culture,fan culture,documentary,toys,
251979,The Perfect Wave,biography,christian,romance,,
252360,In the Name of the King III,based on video game,,,,
252512,While We're Young,father-in-law,marriage,documentary filmmaking,hipster,middle age
252680,Moms' Night Out,wife husband relationship,stress,children,mother daughter relationship,parenthood
253235,And So It Goes,grandfather granddaughter relationship,neighbor,wealthy,elderly,estrangement
253261,Born to Fly: Elizabeth Streb vs. Gravity,woman director,,,,
253290,Butterfly Girl,woman director,,,,
253306,Housebound,haunted house,father-in-law,superstition,house arrest,basement
253331,Black or White,grieving widower,widower,,,
253412,Everest,mountains,snow storm,hiking,climbing,snow
253450,The Assassin,assassin,tang dynasty,ancient china,wuxia,slow cinema
253626,Good Kill,pilot,suspicion,drone,u.s. military,air force base
254024,The Face of an Angel,murder investigation,,,,
254128,San Andreas,california,earthquake,catastrophe,disaster film,3d
254470,Pitch Perfect 2,music,sequel,singer,male female relationship,audition
254472,Stung,giant insect,,,,
254473,Brick Mansions,martial arts,atomic bomb,ghetto,parkour,cops
254904,The November Man,cia,retired,agent,,
255266,Dry Spell,dating,divorce,sex scene,sex comedy,anti romantic comedy
255343,Escobar: Paradise Lost,surfer,murder,murderer,columbia,telephone conversation
256040,Baahubali: The Beginning,kingdom,war,bollywood,medieval india,ancient india
256274,"As Above, So Below",paris,treasure,catacombs,scientist,singing in a car
256591,Focus,seduction,con man,femme fatale,deception,rivalry
256917,The Water Diviner,istanbul,australia,post world war i,farmer,missing in action
256924,Danny Collins,rock star,middle age,,,
256961,Paul Blart: Mall Cop 2,shopping mall,las vegas,security guard,,
256962,Little Boy,japanese,world war ii,spirituality,,
257087,The Veil,cult,,,,
257088,Point Break,undercover,undercover agent,extreme sports,fbi agent,3d
257091,Get Hard,prison,training,framed,embezzlement,
257211,The Intern,intern,woman director,,,
257344,Pixels,video game,nerd,alien attack,3d,pixels
257445,Goosebumps,based on novel,magic,fantasy,werewolf,family
258489,The Legend of Tarzan,africa,feral child,tarzan,jungle,animal attack
258509,Alvin and the Chipmunks: The Road Chip,chipmunk,cgi,talking animal,aftercreditsstinger,duringcreditsstinger
259693,The Conjuring 2,london england,england,1970s,spirit,single mother
259694,How to Be Single,new york,based on novel,one-night stand,single,
259943,Coming Home,arranged marriage,labor camp,,,
260346,Taken 3,revenge,murder,on the run,fugitive,framed
260778,Vaalu,teenage love,,,,
260947,Something Wicked,obsession,oregon,independent film,,
261023,Black Mass,boston,based on true story,organized crime,,
262500,Insurgent,based on novel,revolution,dystopia,sequel,dystopic future
262504,Allegiant,based on novel,revolution,dystopia,sequel,dystopic future
262543,Automata,artificial intelligence,rain,future,dystopia,robot
264644,Room,based on novel,carpet,isolation,kidnapping,imprisonment
264656,The Homesman,dancing,based on novel,revenge,native american,violence
264660,Ex Machina,dancing,artificial intelligence,distrust,isolation,technology
264999,Magic Mike XXL,male friendship,strip club,road trip,strip tease,strip
265208,Wild Card,gambling,bodyguard,remake,,
266034,The Blue Room,murder,suspense,love affair,police interrogation,murder trial
266102,Desert Dancer,dance,ban from profession,biography,iran,oppression
266396,The Gunman,assassin,hitman,,,
266647,Pan,flying,magic,fairy tale,peter pan,mermaid
266856,The Theory of Everything,wife husband relationship,biography,physicist,based on memoir,stephen hawking
267860,London Has Fallen,london england,terrorist,terrorist attack,,
267935,The BFG,london england,england,based on novel,queen,little girl
268171,Elsa & Fred,widower,,,,
268238,The Second Best Exotic Marigold Hotel,india,retirement home,,,
268917,The Past Is a Grotesque Animal,artist,band,,,
268920,Hot Pursuit,texas,prisoner,cop,drug cartel,on the run
269057,Bang Bang Baby,small town,rock star,musical,idol,teenager
270303,It Follows,chase,supernatural,friends,vision,school
270487,"Hail, Caesar!",journalist,cat,ransom,kidnapping,ancient rome
270938,Falcon Rising,yakuza,marine,fighting,,
270946,Penguins of Madagascar,penguin,madagascar,3d,,
271110,Captain America: Civil War,civil war,war,marvel comic,sequel,superhero
271185,Ask Me Anything,college,blog,dark secrets,,
271331,United Passions,soccer,,,,
271718,Trainwreck,alcohol,one-night stand,,,
271969,Ben-Hur,betrayal,vengeance,,,
272693,The DUFF,high school,teenager,popularity,high school student,teen comedy
272878,Max,afghanistan,war,based on true story,rescue,betrayal
273248,The Hateful Eight,bounty hunter,wyoming,mountains,narration,hangman
273481,Sicario,mexico,cia,smoking,texas,fbi
273895,Selma,alabama,martin luther king,president,black american,civil rights
273899,Stonewall,stonewall riot,,,,
274167,Daddy's Home,daddys home,,,,
274479,Joy,factory,inventor,strong woman,biography,based on true story
274758,Give Me Shelter,helping animals,,,,
274854,The Last Witch Hunter,new york,witch,uprising,witch hunter,
276907,Legend,biography,based on true story,gangster,twins,
277216,Straight Outta Compton,brother brother relationship,aids,police brutality,rap music,hip-hop
277685,Unfriended,computer,bullying,revenge,internet,teenager
278927,The Jungle Book,based on novel,snake,wolf,elephant,tiger
280092,Insidious: Chapter 3,sequel,,,,
280381,House at the End of the Drive,ghost story,,,,
280391,Why I Did (Not) Eat My Father,animation,evolution,humanity,,
280871,Ramanujan,mathematician,biography,prodigy,ramanujam,math genius
281189,Gory Gory Hallelujah,woman director,,,,
281230,Fort McCoy,woman director,,,,
281957,The Revenant,father son relationship,rape,based on novel,mountains,winter
283384,The Calling,series of murders,,,,
283445,Sinister 2,haunted house,sequel,twins,,
283671,Jungle Shuffle,poacher,jungle,,,
283708,Far from Men,fire,classroom,hostage,rain,horse
284293,Still Alice,mother,professor,illness,,
284296,Top Five,comedian,interview,reporter,movie star,fiancé fiancée relationship
284536,The Gambler,gambling,gun,professor,beating,gambler
285743,Alleluia! The Devil's Carnival,carnival,musical,sequel,devil,dark carnival
285783,The Walk,1970s,skyscraper,based on true story,tightrope,planning
285923,Grindhouse,exploitation,slasher,zombie,killer,
286217,The Martian,based on novel,mars,nasa,isolation,botanist
286565,Paper Towns,friendship,high school,teenager,classmate,based on young adult novel
287424,Maggie,post-apocalyptic,dystopia,zombie,,
287524,Fear Clinic,phobia,doctor,fear,,
287903,Krampus,fire,winter,santa claus,snow storm,christmas tree
287948,The Transporter Refueled,transporter,sequel,suspense,car,bank heist
288927,Archaeology of a Woman,woman director,,,,
288980,Freedom,ship,freedom,slave,,
289180,H.,woman director,,,,
290370,Mutant World,winter,mutant,post-apocalyptic,dystopia,meteor
290391,"Run, Hide, Die",revenge,murder,,,
290555,Wolves,adoption,werewolf,,,
290595,The Huntsman: Winter's War,witch,magic,fairy tale,snow white,huntsman
290751,Secret in Their Eyes,fbi,missing child,,,
290825,Yoga Hosers,canada,nazis,sequel,spin off,ancient evil
290864,Kung Fu Jungle,martial arts,kung fu,serial killer,,
291270,Anomalisa,sex,depression,existentialism,,
291362,Road Hard,road trip,stand-up comedy,romantic comedy,travel,
