id,title,cast_0,cast_1,cast_2
89861,Stiff Upper Lips,Georgina Cates,Peter Ustinov,Prunella Scales
90369,Now Is Good,Dakota Fanning,Jeremy Irvine,Kaya Scodelario
90414,"I Love You, Don't Touch Me!",Marla Schaffel,Mitchell Whitfield,Michael Harris
91070,L!fe Happens,Krysten Ritter,Kate Bosworth,Rachel Bilson
91076,Illuminata,John Turturro,Christopher Walken,Susan Sarandon
91122,16 to Life,Hallee Hirsh,Theresa Russell,Shiloh Fernandez
91314,Transformers: Age of Extinction,Mark Wahlberg,Stanley Tucci,Kelsey Grammer
91586,Insidious: Chapter 2,Patrick Wilson,Rose Byrne,Ty Simpkins
91721,Nothing But a Man,Ivan Dixon,Abbey Lincoln,Julius Harris
92182,Silent House,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens
92591,Bernie,Jack Black,Shirley MacLaine,Matthew McConaughey
92635,Snow White: A Deadly Summer,Shanley Caswell,Maureen McCormick,Eric Roberts
93456,Despicable Me 2,Steve Carell,Kristen Wiig,Benjamin Bratt
93856,Chernobyl Diaries,Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley
94329,The Raid,Iko Uwais,Joe Taslim,Donny Alamsyah
94348,Alex Cross,Tyler Perry,Rachel Nichols,Jean Reno
94352,Cirque du Soleil: Worlds Away,Erica Linz,Igor Zaripov,Matt Gillanders
95755,Small Apartments,Matt Lucas,Juno Temple,James Caan
96238,Never Again,Jeffrey Tambor,Jill Clayburgh,Caroline Aaron
96399,For Greater Glory - The True Story of Cristiada,Eva Longoria,Andy García,Oscar Isaac
96534,My Last Day Without You,Ken Duken,Nicole Beharie,Reg E. Cathey
96721,Rush,Daniel Brühl,Chris Hemsworth,Olivia Wilde
96724,Anna Karenina,Keira Knightley,Jude Law,Aaron Taylor-Johnson
97020,RoboCop,Joel Kinnaman,Gary Oldman,Michael Keaton
97367,The Place Beyond the Pines,Ryan Gosling,Bradley Cooper,Eva Mendes
97370,Under the Skin,Scarlett Johansson,Kryštof Hádek,Paul Brannigan
97430,The Man with the Iron Fists,Russell Crowe,Lucy Liu,Jamie Chung
97614,Deadfall,Eric Bana,Olivia Wilde,Charlie Hunnam
97630,Zero Dark Thirty,Jessica Chastain,Jason Clarke,Mark Strong
98357,Broken City,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones
98369,Blue Like Jazz,Marshall Allman,Claire Holt,Tania Raymonde
98549,The Legend of Hell's Gate: An American Conspiracy,Eric Balfour,Lou Taylor Pucci,Henry Thomas
98557,Dysfunctional Friends,Stacey Dash,Reagan Gomez-Preston,Wesley Jonathan
98566,Teenage Mutant Ninja Turtles,Megan Fox,Will Arnett,William Fichtner
98568,Enter Nowhere,Katherine Waterston,Scott Eastwood,Sara Paxton
99826,The Jimmy Show,Frank Whaley,Carla Gugino,Ethan Hawke
99861,Avengers: Age of Ultron,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo
100042,Dumb and Dumber To,Jim Carrey,Jeff Daniels,Rachel Melvin
100241,"I, Frankenstein",Aaron Eckhart,Yvonne Strahovski,Bill Nighy
100275,Eddie: The Sleepwalking Cannibal,Thure Lindhardt,Dylan Smith,Georgina Reilly
100402,Captain America: The Winter Soldier,Chris Evans,Samuel L. Jackson,Scarlett Johansson
100975,Just Looking,Gretchen Mol,Patti LuPone,Peter Onorati
101173,Coriolanus,Gerard Butler,Ralph Fiennes,Lubna Azabal
101179,Truth or Dare,Liam Boyle,Jack Gordon,Florence Hall
101267,Katy Perry: Part of Me,Katy Perry,Russell Brand,Shannon Woodward
101299,The Hunger Games: Catching Fire,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
102362,Dead Man Down,Colin Farrell,Noomi Rapace,Terrence Howard
102382,The Amazing Spider-Man 2,Andrew Garfield,Emma Stone,Jamie Foxx
102651,Maleficent,Angelina Jolie,Elle Fanning,Sharlto Copley
102899,Ant-Man,Paul Rudd,Michael Douglas,Evangeline Lilly
103328,Holy Motors,Eva Mendes,Kylie Minogue,Michel Piccoli
103370,Madea's Witness Protection,Tyler Perry,Eugene Levy,Denise Richards
103620,Maniac,Elijah Wood,America Olivo,Nora Arnezeder
103663,The Hunt,Mads Mikkelsen,Alexandra Rapaport,Thomas Bo Larsen
103731,Mud,Matthew McConaughey,Tye Sheridan,Jacob Lofland
103903,Outside Bet,Bob Hoskins,Jenny Agutter,Phil Davis
104755,The Lords of Salem,Sheri Moon Zombie,Bruce Davison,Jeff Daniel Phillips
104896,A Dog Of Flanders,Jack Warden,Jeremy James Kissner,Jesse James
105864,The Good Dinosaur,Raymond Ochoa,Jack Bright,Jeffrey Wright
106646,The Wolf of Wall Street,Leonardo DiCaprio,Jonah Hill,Margot Robbie
106747,Machete Kills,Danny Trejo,Mel Gibson,Amber Heard
106845,Re-Kill,Roger Cross,Scott Adkins,Daniella Alonso
107315,Below Zero,Edward Furlong,Michael Berryman,Kristin Booth
107811,21 & Over,Miles Teller,Skylar Astin,Justin Chon
107846,Escape Plan,Sylvester Stallone,Arnold Schwarzenegger,Jim Caviezel
107985,The World's End,Simon Pegg,Nick Frost,Martin Freeman
108346,Dreaming of Joseph Lees,Rupert Graves,Samantha Morton,Nicholas Woodeson
109091,The Counselor,Michael Fassbender,Cameron Diaz,Javier Bardem
109410,42,Chadwick Boseman,T.R. Knight,Harrison Ford
109414,This Is the End,James Franco,Jonah Hill,Seth Rogen
109417,Battle of the Year,Josh Holloway,Josh Peck,Chris Brown
109418,Grown Ups 2,Adam Sandler,Kevin James,Chris Rock
109421,Side Effects,Jude Law,Rooney Mara,Catherine Zeta-Jones
109424,Captain Phillips,Tom Hanks,Catherine Keener,Max Martini
109428,Evil Dead,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci
109431,Identity Thief,Jason Bateman,Melissa McCarthy,Jon Favreau
109443,Anchorman 2: The Legend Continues,Will Ferrell,Steve Carell,Paul Rudd
109445,Frozen,Kristen Bell,Idina Menzel,Jonathan Groff
109451,Cloudy with a Chance of Meatballs 2,Bill Hader,Anna Faris,James Caan
109491,Beautiful Creatures,Alden Ehrenreich,Alice Englert,Jeremy Irons
109513,Hit & Run,Kristen Bell,Dax Shepard,Tom Arnold
109729,The Canyons,Lindsay Lohan,James Deen,Gus Van Sant
110402,Hard to Be a God,Leonid Yarmolnik,Yuriy Tsurilo,Natalya Moteva
110415,Snowpiercer,Chris Evans,Song Kang-ho,Ed Harris
110683,The Wicked Lady,Faye Dunaway,John Gielgud,Denholm Elliott
111190,Adore,Naomi Watts,Robin Wright,Xavier Samuel
111794,20 Dates,Myles Berkowitz,Tia Carrere,Elisabeth Wagner
112430,The Company,Chris O'Donnell,Alfred Molina,Michael Keaton
112456,Hardflip,Randy Wayne,John Schneider,Rosanna Arquette
112937,The Oogieloves in the Big Balloon Adventure,Christopher Lloyd,Cary Elwes,Jaime Pressly
112949,Safe Haven,Julianne Hough,Josh Duhamel,Cobie Smulders
113406,Should've Been Romeo,Paul Ben-Victor,Ed Asner,Jordenn Thompson
113464,Inchon,Laurence Olivier,Jacqueline Bisset,Ben Gazzara
113947,The Sessions,John Hawkes,Helen Hunt,William H. Macy
114150,Pitch Perfect,Anna Kendrick,Skylar Astin,Brittany Snow
114635,The Helpers,Kristen Quintrall,Denyce Lawton,JoJo Wright
115210,Stitches,Ross Noble,Tommy Knight,Gemma-Leah Devereux
115872,The Chambermaid on the Titanic,Olivier Martinez,Aitana Sánchez-Gijón,Romane Bohringer
116149,Paddington,Nicole Kidman,Peter Capaldi,Ben Whishaw
116584,Valley of the Heart's Delight,Pete Postlethwaite,Gabriel Mann,Emily Harrison
116613,The Sweeney,Ray Winstone,Ben Drew,Hayley Atwell
116711,Epic,Josh Hutcherson,Amanda Seyfried,Colin Farrell
116741,The Internship,Owen Wilson,Vince Vaughn,Rose Byrne
116745,The Secret Life of Walter Mitty,Ben Stiller,Kristen Wiig,Patton Oswalt
116977,Foodfight!,Charlie Sheen,Wayne Brady,Hilary Duff
117251,White House Down,Channing Tatum,Jamie Foxx,Joey King
117263,Olympus Has Fallen,Gerard Butler,Aaron Eckhart,Angela Bassett
117942,Girls Gone Dead,Katie Peterson,Shea Stewart,Brandy Whitford
118340,Guardians of the Galaxy,Chris Pratt,Zoe Saldana,Dave Bautista
118452,"First Love, Last Rites",Giovanni Ribisi,Natasha Gregson Wagner,Donal Logue
118612,After,Steven Strait,Karolina Wydra,Sandra Ellis Lafferty
118957,Bait,Sharni Vinson,Phoebe Tonkin,Julian McMahon
119283,Parker,Jason Statham,Jennifer Lopez,Nick Nolte
119450,Dawn of the Planet of the Apes,Andy Serkis,Jason Clarke,Gary Oldman
119458,Supercapitalist,Linus Roache,Derek Ting,Richard Ng
119657,El Rey de Najayo,Manny Pérez,Luz Garcia,Sergio Carlo
120467,The Grand Budapest Hotel,Ralph Fiennes,Tony Revolori,F. Murray Abraham
121676,Inescapable,Alexander Siddig,Joshua Jackson,Marisa Tomei
121826,Quartet,Maggie Smith,Tom Courtenay,Billy Connolly
121986,Frances Ha,Greta Gerwig,Mickey Sumner,Adam Driver
122081,Spring Breakers,James Franco,Selena Gomez,Vanessa Hudgens
122906,About Time,Domhnall Gleeson,Rachel McAdams,Bill Nighy
122917,The Hobbit: The Battle of the Five Armies,Martin Freeman,Ian McKellen,Richard Armitage
123553,The Mortal Instruments: City of Bones,Lily Collins,Jamie Campbell Bower,Kevin Zegers
123678,The Act of Killing,Anwar Congo,Herman Koto,Syamsul Arifin
124459,The Incredible Burt Wonderstone,Steve Carell,Jim Carrey,Steve Buscemi
124606,Bang,Darling Narita,Peter Greene,Michael Newland
125052,Hurricane Streets,Brendan Sexton III,Antoine McLean,Mtume Gant
125123,Among Giants,Pete Postlethwaite,Rachel Griffiths,Andy Serkis
125263,Broken Vessels,Todd Field,Jason London,Roxana Zal
125490,Antiviral,Caleb Landry Jones,Sarah Gadon,Malcolm McDowell
125537,Smiling Fish & Goat On Fire,Derick Martini,Amy Hathaway,Steven Martini
126186,Shanghai Calling,Daniel Henney,Eliza Coupe,Bill Paxton
126319,Ernest & Celestine,Anne-Marie Loop,Lambert Wilson,Pauline Brunner
127493,Stolen,Nicolas Cage,Malin Åkerman,Josh Lucas
127560,The Railway Man,Jeremy Irvine,Colin Firth,Stellan Skarsgård
127585,X-Men: Days of Future Past,Hugh Jackman,James McAvoy,Michael Fassbender
127867,The Brass Teapot,Juno Temple,Michael Angarano,Alexis Bledel
127918,The Gatekeepers,Ami Ayalon,Avraham Shalom,Yaakov Peri
129139,The To Do List,Aubrey Plaza,Johnny Simmons,Bill Hader
129670,Nebraska,Bruce Dern,Will Forte,Bob Odenkirk
130150,Labor Day,Josh Brolin,Kate Winslet,Gattlin Griffith
131631,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
131634,The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
132232,Mama,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier
132316,Jab Tak Hai Jaan,Shah Rukh Khan,Katrina Kaif,Anushka Sharma
132344,Before Midnight,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick
132363,The Butler,Forest Whitaker,David Banner,Michael Rainey Jr.
133575,The Velocity of Gary,Vincent D'Onofrio,Salma Hayek,Thomas Jane
133694,Promised Land,Matt Damon,John Krasinski,Frances McDormand
133698,Fly Me to the Moon,Diane Kruger,Dany Boon,Alice Pol
133805,Carrie,Chloë Grace Moretz,Julianne Moore,Judy Greer
133931,Zambezia,Jeremy Suarez,Samuel L. Jackson,Abigail Breslin
134371,Atlas Shrugged Part II,Samantha Mathis,Jason Beghe,Esai Morales
134374,Pain & Gain,Mark Wahlberg,Dwayne Johnson,Anthony Mackie
134411,Snitch,Dwayne Johnson,Barry Pepper,Jon Bernthal
134597,The Collection,Josh Stewart,Christopher McDonald,Emma Fitzpatrick
135397,Jurassic World,Chris Pratt,Bryce Dallas Howard,Irrfan Khan
135595,Trade Of Innocents,Dermot Mulroney,Mira Sorvino,John Billingsley
136400,2 Guns,Denzel Washington,Mark Wahlberg,Paula Patton
136795,The Heat,Sandra Bullock,Melissa McCarthy,Demián Bichir
136797,Need for Speed,Aaron Paul,Dominic Cooper,Imogen Poots
136835,No Good Deed,Idris Elba,Taraji P. Henson,Leslie Bibb
137093,Last Vegas,Robert De Niro,Morgan Freeman,Michael Douglas
137094,Jack Ryan: Shadow Recruit,Chris Pine,Keira Knightley,Kevin Costner
137106,The Lego Movie,Chris Pratt,Will Ferrell,Elizabeth Banks
137113,Edge of Tomorrow,Tom Cruise,Emily Blunt,Brendan Gleeson
137321,Winter's Tale,Colin Farrell,Jessica Brown Findlay,Russell Crowe
137347,Closer to the Moon,Vera Farmiga,Mark Strong,Harry Lloyd
138103,The Expendables 3,Sylvester Stallone,Jason Statham,Harrison Ford
138697,Don Jon,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore
138832,We're the Millers,Jason Sudeikis,Jennifer Aniston,Will Poulter
138843,The Conjuring,Patrick Wilson,Vera Farmiga,Lili Taylor
138976,Treachery,Matthew Ziff,Michael Biehn,Sarah Butler
139038,A Haunted House,Marlon Wayans,Essence Atkins,Nick Swardson
139715,Detention of the Dead,Jacob Zachar,Alexa Nikolas,Christa Brittany  Allen
139948,Burn,Donald Austin,"Brendan ""Doogie"" Milewski",Dave Parnell
139998,Supporting Characters,Alex Karpovsky,Tarik Lowe,Arielle Kebbel
140300,Kung Fu Panda 3,Jack Black,Bryan Cranston,Dustin Hoffman
140823,Saving Mr. Banks,Emma Thompson,Tom Hanks,Paul Giamatti
142061,"Batman: The Dark Knight Returns, Part 2",Peter Weller,Ariel Winter,David Selby
142132,Sugar Town,John Taylor,Michael Des Barres,Martin Kemp
144336,Sabotage,Arnold Schwarzenegger,Sam Worthington,Mireille Enos
144340,Admission,Tina Fey,Paul Rudd,Michael Sheen
145220,Muppets Most Wanted,Ricky Gervais,Ty Burrell,Tina Fey
146198,Triple 9,Casey Affleck,Chiwetel Ejiofor,Woody Harrelson
146203,The Last Exorcism Part II,Ashley Bell,Julia Garner,Andrew Sensenig
146216,RED 2,Bruce Willis,Catherine Zeta-Jones,Anthony Hopkins
146227,Getaway,Ethan Hawke,Selena Gomez,Jon Voight
146233,Prisoners,Hugh Jackman,Jake Gyllenhaal,Paul Dano
146238,Runner Runner,Ben Affleck,Gemma Arterton,Justin Timberlake
146239,Delivery Man,Vince Vaughn,Cobie Smulders,Chris Pratt
146269,The Young Unknowns,Devon Gummersall,Arly Jover,Eion Bailey
146304,The Best Man Holiday,Terrence Howard,Harold Perrineau,Morris Chestnut
146631,U.F.O.,Bianca Bree,Sean Brosnan,Simon Phillips
146882,Elza,Stana Roumillac,Vincent Byrd Le Sage,Christophe Cherki
147441,Exodus: Gods and Kings,Christian Bale,Joel Edgerton,John Turturro
147767,Khiladi 786,Akshay Kumar,Asin Thottumkal,Himesh Reshammiya
147773,The Way Way Back,Liam James,Steve Carell,Toni Collette
150202,The Haunting in Connecticut 2: Ghosts of Georgia,Chad Michael Murray,Katee Sackhoff,Abigail Spencer
150211,The Frozen,Brit Morgan,Noah Segan,
150540,Inside Out,Amy Poehler,Phyllis Smith,Richard Kind
150689,Cinderella,Lily James,Cate Blanchett,Richard Madden
152532,Dallas Buyers Club,Matthew McConaughey,Jennifer Garner,Jared Leto
152599,The Immigrant,Marion Cotillard,Jeremy Renner,Joaquin Phoenix
152601,Her,Joaquin Phoenix,Scarlett Johansson,Rooney Mara
152737,August: Osage County,Meryl Streep,Julia Roberts,Chris Cooper
152742,The Best Offer,Geoffrey Rush,Jim Sturgess,Sylvia Hoeks
152747,All Is Lost,Robert Redford,,
152760,The Monuments Men,Matt Damon,Cate Blanchett,George Clooney
153158,Underdogs,Juan José Campanella,Diego Ramos,Pablo Rago
153397,Restless,Hayley Atwell,Rufus Sewell,Michelle Dockery
153518,The Angry Birds Movie,Jason Sudeikis,Josh Gad,Danny McBride
153795,Straight A's,Anna Paquin,Ryan Phillippe,Luke Wilson
156022,The Equalizer,Denzel Washington,Marton Csokas,Chloë Grace Moretz
157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Kathryn Fiore,Flip Schultz,Olivia Alexander
157185,Tin Can Man,Michael Parle,Emma Eliza Regan,Patrick O'Donnell
157293,ABCD (Any Body Can Dance),Prabhu Deva,Ganesh Acharya,Kay Kay Menon
157336,Interstellar,Matthew McConaughey,Jessica Chastain,Anne Hathaway
157350,Divergent,Shailene Woodley,Theo James,Kate Winslet
157353,Transcendence,Johnny Depp,Paul Bettany,Rebecca Hall
157354,Fruitvale Station,Michael B. Jordan,Octavia Spencer,Melonie Diaz
157386,The Spectacular Now,Miles Teller,Shailene Woodley,Brie Larson
157422,The Wicked Within,Sienna Guillory,Gianni Capaldi,Enzo Cilenti
157544,The Vatican Tapes,Olivia Taylor Dudley,Michael Peña,Djimon Hounsou
157547,Oculus,Karen Gillan,Brenton Thwaites,Katee Sackhoff
157841,The Young and Prodigious T.S. Spivet,Kyle Catlett,Helena Bonham Carter,Judy Davis
157847,Joe,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins
157849,A Most Wanted Man,Philip Seymour Hoffman,Rachel McAdams,Robin Wright
157909,Show Me,Michelle Nolden,Katharine Isabelle,Kett Turton
158011,The Call,Halle Berry,Abigail Breslin,Morris Chestnut
158015,The Purge,Lena Headey,Ethan Hawke,Max Burkholder
158150,How to Fall in Love,Brooke D'Orsay,Eric Mabius,Jody Thompson
158752,Escape from Tomorrow,Roy Abramsohn,Elena Schuber,Katelynn Rodriguez
158852,Tomorrowland,Britt Robertson,George Clooney,Raffey Cassidy
158895,This Is Martin Bonner,Paul Eenhoorn,Richmond Arquette,Sam Buchanan
159014,20 Feet from Stardom,Bette Midler,Mick Jagger,Sting
159037,The Square,Khalid Abdalla,Dina Abdullah,Dina Amer
159770,The Dirties,Matt Johnson,Owen Williams,Krista Madison
159824,Hotel Transylvania 2,Adam Sandler,Andy Samberg,Selena Gomez
160588,Blue Jasmine,Cate Blanchett,Alec Baldwin,Sally Hawkins
161795,Déjà Vu,Stephen Dillane,Victoria Foyt,Vanessa Redgrave
162396,The Big Swap,Mark Adams,Mark Caven,Allison Egan
162903,The Fifth Estate,Benedict Cumberbatch,Daniel Brühl,Anthony Mackie
164372,The Snow Queen,Ivan Okhlobystin,Dmitriy Nagiev,Lyudmila Artemeva
164457,Out of the Furnace,Christian Bale,Zoe Saldana,Woody Harrelson
164558,One Direction: This Is Us,Harry Styles,Niall Horan,Zayn Malik
165864,Hansel and Gretel Get Baked,Molly C. Quinn,Michael Welch,Lara Flynn Boyle
166424,Fantastic Four,Miles Teller,Kate Mara,Michael B. Jordan
166624,Treading Water,Douglas Smith,Zoë Kravitz,Ariadna Gil
167073,Brooklyn,Saoirse Ronan,Domhnall Gleeson,Emory Cohen
168027,Freaky Deaky,Christian Slater,Michael Jai White,Crispin Glover
168259,Furious 7,Vin Diesel,Paul Walker,Dwayne Johnson
168530,Ride Along,Ice Cube,Kevin Hart,John Leguizamo
168672,American Hustle,Christian Bale,Bradley Cooper,Amy Adams
168705,BloodRayne,Kristanna Loken,Ben Kingsley,Michelle Rodriguez
169917,A Walk Among the Tombstones,Liam Neeson,Dan Stevens,David Harbour
170480,The Deported,Nicholas Turturro,Talia Shire,Paul Rodríguez
170687,The Boxtrolls,Ben Kingsley,Isaac Hempstead-Wright,Elle Fanning
171274,Inherent Vice,Joaquin Phoenix,Josh Brolin,Owen Wilson
171424,The Green Inferno,Lorenza Izzo,Ariel Levy,Sky Ferreira
171759,The Lost Medallion: The Adventures of Billy Stone,William Brent,Sammi Hanratty,James Hong
172385,Rio 2,Jesse Eisenberg,Anne Hathaway,Leslie Mann
172391,Khumba,Jake T. Austin,Liam Neeson,Steve Buscemi
172533,Drinking Buddies,Olivia Wilde,Jake Johnson,Anna Kendrick
173224,Along the Roadside,Michael Madsen,Iman Crosson,Lazar Ristovski
173931,Legend of a Rabbit,Jon Heder,Tom Arnold,Michael Clarke Duncan
174311,All Is Bright,Paul Rudd,Paul Giamatti,Sally Hawkins
174751,Jane Got a Gun,Natalie Portman,Joel Edgerton,Ewan McGregor
175291,Cheap Thrills,Pat Healy,Ethan Embry,Sara Paxton
175528,Baggage Claim,Paula Patton,Adam Brody,Djimon Hounsou
175541,Black Nativity,Forest Whitaker,Angela Bassett,Jennifer Hudson
175555,A Madea Christmas,Tyler Perry,Anna Maria Horsford,Tika Sumpter
175574,Free Birds,Owen Wilson,Woody Harrelson,Amy Poehler
176074,Reality Show,Adam Rifkin,Kelley Menighan Hensley,Kendra Sue Waldman
176077,Enter the Dangerous Mind,Jake Hoffman,Nikki Reed,Thomas Dekker
176124,Home Run,Scott Elrod,Dorian Brown,Charles Henry Wyson
177572,Big Hero 6,Scott Adsit,Ryan Potter,Daniel Henney
177677,Mission: Impossible - Rogue Nation,Tom Cruise,Rebecca Ferguson,Simon Pegg
178862,Aroused,Lisa Ann,Kayden Kross,Belladonna
179144,The Great Beauty,Toni Servillo,Carlo Verdone,Sabrina Ferilli
180296,They Came Together,Paul Rudd,Amy Poehler,Bill Hader
180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Ricky Jay,Dick Cavett,Winston Simon
181283,Child 44,Tom Hardy,Gary Oldman,Noomi Rapace
181330,Kevin Hart: Let Me Explain,Kevin Hart,David Terrell,David Jason Perez
181533,Night at the Museum: Secret of the Tomb,Ben Stiller,Rami Malek,Rebel Wilson
181940,Carousel of Revenge,Erik Allen,Randy Baranczyk,Chris Carlson
182291,On The Downlow,Tony Sancho,Michael Cortez,Donato Cruz
182873,Green Street Hooligans: Underground,Scott Adkins,Joey Ansah,Kacey Clarke
183894,Emma,Romola Garai,Michael Gambon,Jonny Lee Miller
184098,Think Like a Man Too,Adam Brody,Michael Ealy,Jerry Ferrara
184315,Hercules,Dwayne Johnson,Ian McShane,John Hurt
184341,Hands of Stone,Robert De Niro,Edgar Ramírez,Jurnee Smollett
184345,A Haunted House 2,Marlon Wayans,Jaime Pressly,Essence Atkins
184346,Deliver Us from Evil,Eric Bana,Edgar Ramírez,Olivia Munn
184374,Cinco de Mayo: La Batalla,Christian Vazquez,Liz Gallardo,Angélica Aragón
185008,Yeh Jawaani Hai Deewani,Ranbir Kapoor,Deepika Padukone,Kalki Koechlin
185465,Manito,Franky G,Leo Minaya,Manuel Cabral
185567,Zulu,Orlando Bloom,Forest Whitaker,Conrad Kemp
186935,Heli,Armando Espitia,Andrea Vergara,Linda Gonzalez
187017,22 Jump Street,Jonah Hill,Channing Tatum,Dave Franco
188161,A Million Ways to Die in the West,Seth MacFarlane,Charlize Theron,Liam Neeson
188166,Blue Ruin,Macon Blair,Devin Ratray,Amy Hargreaves
188207,The Legend of Hercules,Kellan Lutz,Liam McIntyre,Gaia Weiss
188652,The Ghastly Love of Johnny X,Will Keenan,Creed Bratton,De Anna Joy Brooks
188927,Star Trek Beyond,Chris Pine,Zachary Quinto,Karl Urban
189711,Love in the Time of Monsters,Kane Hodder,Doug Jones,Gena Shaw
190847,The Last Days on Mars,Liev Schreiber,Romola Garai,Elias Koteas
190859,American Sniper,Bradley Cooper,Sienna Miller,Kyle Gallner
190955,Blood Ties,Clive Owen,Billy Crudup,Marion Cotillard
191229,Iguana,Everett McGill,Fabio Testi,Michael Madsen
191714,The Lunchbox,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui
192102,3 Days to Kill,Kevin Costner,Amber Heard,Hailee Steinfeld
192132,Palo Alto,Emma Roberts,Jack Kilmer,Nat Wolff
192134,Dom Hemingway,Jude Law,Demián Bichir,Richard E. Grant
