cuisine_style,ranking,rating,reviews_number
 Asian,718.0,4.0,773.0
 South American,718.0,4.0,773.0
 Fusion,718.0,4.0,773.0
 Vegetarian Friendly,718.0,4.0,773.0
 Vegan Options,718.0,4.0,773.0
International,8354.0,2.5,3.0
European,1066.0,4.5,26.0
 Portuguese,1066.0,4.5,26.0
unknown,5615.0,3.5,4.0
unknown,9034.0,4.0,18.0
unknown,4305.0,5.0,NaN
French,12989.0,3.5,35.0
French,8161.0,5.0,NaN
unknown,1357.0,5.0,NaN
Mediterranean,2771.0,4.0,42.0
European,3379.0,3.5,2.0
 Czech,3379.0,3.5,2.0
unknown,2286.0,3.5,26.0
Mediterranean,7830.0,3.0,134.0
 Spanish,7830.0,3.0,134.0
 European,7830.0,3.0,134.0
Cafe,296.0,4.0,201.0
 European,296.0,4.0,201.0
 Vegetarian Friendly,296.0,4.0,201.0
 Vegan Options,296.0,4.0,201.0
 Gluten Free Options,296.0,4.0,201.0
Italian,5353.0,4.0,28.0
 Pizza,5353.0,4.0,28.0
unknown,2401.0,2.0,7.0
Asian,4676.0,4.5,88.0
 Thai,4676.0,4.5,88.0
 Vegetarian Friendly,4676.0,4.5,88.0
 Vegan Options,4676.0,4.5,88.0
unknown,2055.0,5.0,NaN
French,11188.0,3.0,312.0
 Bar,11188.0,3.0,312.0
 European,11188.0,3.0,312.0
German,61.0,4.0,1177.0
 Austrian,61.0,4.0,1177.0
 European,61.0,4.0,1177.0
 Central European,61.0,4.0,1177.0
unknown,3117.0,5.0,14.0
Italian,943.0,4.5,33.0
 Mediterranean,943.0,4.5,33.0
unknown,7839.0,3.0,36.0
Caribbean,3550.0,4.0,204.0
unknown,1023.0,5.0,3.0
Italian,7891.0,4.5,11.0
Steakhouse,1244.0,4.0,10.0
Spanish,7969.0,3.0,38.0
Middle Eastern,492.0,4.5,156.0
 Afghani,492.0,4.5,156.0
 Vegetarian Friendly,492.0,4.5,156.0
 Halal,492.0,4.5,156.0
unknown,1655.0,4.5,10.0
Japanese,2708.0,4.0,13.0
 Cafe,2708.0,4.0,13.0
 Sushi,2708.0,4.0,13.0
 Asian,2708.0,4.0,13.0
 Vietnamese,2708.0,4.0,13.0
Polish,710.0,5.0,6.0
 European,710.0,5.0,6.0
Japanese,4180.0,4.5,40.0
Japanese,1015.0,3.5,312.0
 Sushi,1015.0,3.5,312.0
 Asian,1015.0,3.5,312.0
 Vegetarian Friendly,1015.0,3.5,312.0
Italian,5880.0,3.5,464.0
 Mediterranean,5880.0,3.5,464.0
 European,5880.0,3.5,464.0
 Vegetarian Friendly,5880.0,3.5,464.0
 Vegan Options,5880.0,3.5,464.0
Japanese,120.0,5.0,11.0
 European,120.0,5.0,11.0
 Fusion,120.0,5.0,11.0
Cafe,2060.0,4.5,120.0
 Asian,2060.0,4.5,120.0
 Thai,2060.0,4.5,120.0
 Middle Eastern,2060.0,4.5,120.0
 Vegetarian Friendly,2060.0,4.5,120.0
 Vegan Options,2060.0,4.5,120.0
 Gluten Free Options,2060.0,4.5,120.0
unknown,3151.0,5.0,5.0
French,497.0,4.5,261.0
 European,497.0,4.5,261.0
 Wine Bar,497.0,4.5,261.0
 Vegetarian Friendly,497.0,4.5,261.0
 Gluten Free Options,497.0,4.5,261.0
Asian,1236.0,4.0,58.0
 Thai,1236.0,4.0,58.0
 Vegetarian Friendly,1236.0,4.0,58.0
Seafood,7281.0,3.0,136.0
 European,7281.0,3.0,136.0
 Spanish,7281.0,3.0,136.0
 Mediterranean,7281.0,3.0,136.0
Central European,103.0,4.5,56.0
Wine Bar,1691.0,4.5,136.0
 French,1691.0,4.5,136.0
 Bar,1691.0,4.5,136.0
 European,1691.0,4.5,136.0
 Brew Pub,1691.0,4.5,136.0
Italian,762.0,4.0,711.0
 Mediterranean,762.0,4.0,711.0
 Vegetarian Friendly,762.0,4.0,711.0
Polish,620.0,5.0,5.0
 European,620.0,5.0,5.0
Sushi,6062.0,3.5,19.0
 Asian,6062.0,3.5,19.0
French,465.0,4.0,790.0
 European,465.0,4.0,790.0
 Vegetarian Friendly,465.0,4.0,790.0
Italian,3758.0,3.5,138.0
unknown,2187.0,4.0,5.0
unknown,2655.0,4.0,NaN
International,7534.0,3.0,39.0
 Mediterranean,7534.0,3.0,39.0
American,15304.0,3.0,72.0
 Fast Food,15304.0,3.0,72.0
British,15726.0,2.0,2.0
 Healthy,15726.0,2.0,2.0
 Vegetarian Friendly,15726.0,2.0,2.0
Indian,525.0,4.5,112.0
 Asian,525.0,4.5,112.0
 Bangladeshi,525.0,4.5,112.0
 Vegetarian Friendly,525.0,4.5,112.0
 Vegan Options,525.0,4.5,112.0
 Gluten Free Options,525.0,4.5,112.0
Italian,1975.0,4.0,50.0
 Mediterranean,1975.0,4.0,50.0
 European,1975.0,4.0,50.0
 Vegetarian Friendly,1975.0,4.0,50.0
unknown,4006.0,4.5,11.0
Japanese,569.0,4.0,43.0
 Sushi,569.0,4.0,43.0
 Asian,569.0,4.0,43.0
Pizza,1969.0,3.5,30.0
 Fast Food,1969.0,3.5,30.0
Asian,2264.0,4.5,14.0
 Indonesian,2264.0,4.5,14.0
Bar,1989.0,3.5,43.0
 Pub,1989.0,3.5,43.0
 European,1989.0,3.5,43.0
unknown,11037.0,4.0,6.0
unknown,1624.0,4.0,8.0
Mediterranean,549.0,4.5,620.0
 European,549.0,4.5,620.0
 Spanish,549.0,4.5,620.0
 Vegetarian Friendly,549.0,4.5,620.0
 Vegan Options,549.0,4.5,620.0
 Gluten Free Options,549.0,4.5,620.0
German,1507.0,4.0,55.0
 European,1507.0,4.0,55.0
 Central European,1507.0,4.0,55.0
German,428.0,4.0,89.0
 European,428.0,4.0,89.0
 Central European,428.0,4.0,89.0
 Vegetarian Friendly,428.0,4.0,89.0
unknown,1578.0,2.0,2.0
Italian,129.0,5.0,72.0
 Pizza,129.0,5.0,72.0
 European,129.0,5.0,72.0
 Vegetarian Friendly,129.0,5.0,72.0
 Vegan Options,129.0,5.0,72.0
Bar,835.0,4.5,45.0
 European,835.0,4.5,45.0
 Pub,835.0,4.5,45.0
 Czech,835.0,4.5,45.0
 Central European,835.0,4.5,45.0
European,2558.0,4.0,15.0
 Czech,2558.0,4.0,15.0
Asian,971.0,4.5,14.0
 Vegetarian Friendly,971.0,4.5,14.0
Italian,1342.0,4.0,330.0
 European,1342.0,4.0,330.0
 Vegetarian Friendly,1342.0,4.0,330.0
Bar,3777.0,4.5,3.0
 Delicatessen,3777.0,4.5,3.0
 Pub,3777.0,4.5,3.0
 Wine Bar,3777.0,4.5,3.0
Japanese,4484.0,3.5,179.0
 Sushi,4484.0,3.5,179.0
Wine Bar,2371.0,4.5,8.0
Bar,745.0,4.0,35.0
 Cafe,745.0,4.0,35.0
 International,745.0,4.0,35.0
 Pub,745.0,4.0,35.0
Chinese,8726.0,4.0,17.0
 Asian,8726.0,4.0,17.0
Italian,987.0,4.0,459.0
 American,987.0,4.0,459.0
 Bar,987.0,4.0,459.0
 European,987.0,4.0,459.0
 Vegetarian Friendly,987.0,4.0,459.0
Lebanese,4111.0,4.5,23.0
 Mediterranean,4111.0,4.5,23.0
 Vegetarian Friendly,4111.0,4.5,23.0
Sushi,6121.0,3.0,27.0
 Asian,6121.0,3.0,27.0
 Japanese,6121.0,3.0,27.0
 Vegetarian Friendly,6121.0,3.0,27.0
Cafe,4724.0,4.5,50.0
 International,4724.0,4.5,50.0
 Vegetarian Friendly,4724.0,4.5,50.0
unknown,4247.0,4.0,13.0
French,3685.0,4.5,60.0
 Wine Bar,3685.0,4.5,60.0
 Brew Pub,3685.0,4.5,60.0
Italian,3370.0,4.0,90.0
 Mediterranean,3370.0,4.0,90.0
 Vegetarian Friendly,3370.0,4.0,90.0
French,8592.0,4.5,6.0
unknown,2345.0,3.5,30.0
Chinese,5535.0,3.5,653.0
 Asian,5535.0,3.5,653.0
 Vegetarian Friendly,5535.0,3.5,653.0
 Vegan Options,5535.0,3.5,653.0
European,168.0,4.0,915.0
 Czech,168.0,4.0,915.0
 Eastern European,168.0,4.0,915.0
 Central European,168.0,4.0,915.0
 International,168.0,4.0,915.0
 Vegetarian Friendly,168.0,4.0,915.0
 Gluten Free Options,168.0,4.0,915.0
Central European,1770.0,3.5,37.0
 Hungarian,1770.0,3.5,37.0
 Bar,1770.0,3.5,37.0
 European,1770.0,3.5,37.0
 Pub,1770.0,3.5,37.0
 Eastern European,1770.0,3.5,37.0
Mediterranean,1274.0,4.0,276.0
 Greek,1274.0,4.0,276.0
 Vegetarian Friendly,1274.0,4.0,276.0
 Vegan Options,1274.0,4.0,276.0
Spanish,6399.0,3.5,6.0
Irish,1413.0,4.0,10.0
Asian,470.0,3.5,120.0
 Thai,470.0,3.5,120.0
 Vegetarian Friendly,470.0,3.5,120.0
Fast Food,6177.0,3.5,6.0
 Spanish,6177.0,3.5,6.0
 Grill,6177.0,3.5,6.0
unknown,5827.0,4.0,45.0
unknown,1995.0,3.5,43.0
Mediterranean,118.0,4.5,229.0
 Greek,118.0,4.5,229.0
 Vegetarian Friendly,118.0,4.5,229.0
 Vegan Options,118.0,4.5,229.0
 Gluten Free Options,118.0,4.5,229.0
French,1208.0,4.0,14.0
 European,1208.0,4.0,14.0
 Albanian,1208.0,4.0,14.0
unknown,2535.0,3.5,11.0
International,37.0,4.5,1209.0
 Healthy,37.0,4.5,1209.0
 Belgian,37.0,4.5,1209.0
 Cafe,37.0,4.5,1209.0
 European,37.0,4.5,1209.0
 Vegetarian Friendly,37.0,4.5,1209.0
 Vegan Options,37.0,4.5,1209.0
 Gluten Free Options,37.0,4.5,1209.0
unknown,862.0,4.0,NaN
American,2341.0,3.5,70.0
 Bar,2341.0,3.5,70.0
unknown,6646.0,5.0,4.0
Italian,4195.0,4.0,24.0
 Cafe,4195.0,4.0,24.0
Italian,371.0,4.0,1219.0
 Pizza,371.0,4.0,1219.0
 Mediterranean,371.0,4.0,1219.0
 European,371.0,4.0,1219.0
 Vegetarian Friendly,371.0,4.0,1219.0
 Vegan Options,371.0,4.0,1219.0
Italian,890.0,4.5,30.0
 Pizza,890.0,4.5,30.0
 Delicatessen,890.0,4.5,30.0
European,4913.0,4.5,15.0
 Portuguese,4913.0,4.5,15.0
Chinese,1106.0,4.0,38.0
 Asian,1106.0,4.0,38.0
Mediterranean,356.0,4.0,127.0
 German,356.0,4.0,127.0
 European,356.0,4.0,127.0
 Vegetarian Friendly,356.0,4.0,127.0
unknown,4797.0,4.0,14.0
Italian,1124.0,4.0,409.0
 Bar,1124.0,4.0,409.0
 Mediterranean,1124.0,4.0,409.0
 European,1124.0,4.0,409.0
 Vegetarian Friendly,1124.0,4.0,409.0
 Gluten Free Options,1124.0,4.0,409.0
Chinese,8734.0,3.5,61.0
 Asian,8734.0,3.5,61.0
unknown,12394.0,3.5,5.0
French,1008.0,4.5,129.0
 Mediterranean,1008.0,4.5,129.0
 European,1008.0,4.5,129.0
 Spanish,1008.0,4.5,129.0
 Wine Bar,1008.0,4.5,129.0
 Vegetarian Friendly,1008.0,4.5,129.0
Bar,7743.0,3.0,258.0
 Mediterranean,7743.0,3.0,258.0
 Spanish,7743.0,3.0,258.0
Chinese,699.0,4.5,58.0
 Fast Food,699.0,4.5,58.0
 Asian,699.0,4.5,58.0
 Vegetarian Friendly,699.0,4.5,58.0
 Vegan Options,699.0,4.5,58.0
Pizza,14827.0,3.0,NaN
French,6813.0,3.5,477.0
 Vegetarian Friendly,6813.0,3.5,477.0
Brew Pub,439.0,4.0,28.0
 Polish,439.0,4.0,28.0
 European,439.0,4.0,28.0
 Pub,439.0,4.0,28.0
 Wine Bar,439.0,4.0,28.0
 Eastern European,439.0,4.0,28.0
 Vegetarian Friendly,439.0,4.0,28.0
unknown,6348.0,1.0,NaN
Vegetarian Friendly,1383.0,5.0,13.0
Italian,1214.0,4.0,658.0
 Pizza,1214.0,4.0,658.0
 Mediterranean,1214.0,4.0,658.0
 Vegetarian Friendly,1214.0,4.0,658.0
 Gluten Free Options,1214.0,4.0,658.0
Japanese,2336.0,4.5,25.0
 Sushi,2336.0,4.5,25.0
 Asian,2336.0,4.5,25.0
Cafe,314.0,4.5,23.0
 Vegetarian Friendly,314.0,4.5,23.0
Cafe,6131.0,2.5,4.0
 International,6131.0,2.5,4.0
 Mediterranean,6131.0,2.5,4.0
Vegetarian Friendly,2128.0,3.5,35.0
Pizza,12392.0,3.5,2.0
Chinese,12954.0,4.0,12.0
 Asian,12954.0,4.0,12.0
Diner,21.0,4.5,370.0
 German,21.0,4.5,370.0
 Vegetarian Friendly,21.0,4.5,370.0
 Vegan Options,21.0,4.5,370.0
 Gluten Free Options,21.0,4.5,370.0
Wine Bar,3689.0,4.5,37.0
European,1963.0,5.0,2.0
 Czech,1963.0,5.0,2.0
unknown,10377.0,4.5,2.0
Japanese,5417.0,3.0,222.0
 Sushi,5417.0,3.0,222.0
 Asian,5417.0,3.0,222.0
Indian,4972.0,4.5,61.0
 Asian,4972.0,4.5,61.0
 Balti,4972.0,4.5,61.0
 Bangladeshi,4972.0,4.5,61.0
 Halal,4972.0,4.5,61.0
 Vegetarian Friendly,4972.0,4.5,61.0
unknown,2872.0,4.0,44.0
Cafe,799.0,5.0,16.0
 European,799.0,5.0,16.0
 Central European,799.0,5.0,16.0
 Vegetarian Friendly,799.0,5.0,16.0
 Vegan Options,799.0,5.0,16.0
Mexican,4745.0,3.5,172.0
 Latin,4745.0,3.5,172.0
 Central American,4745.0,3.5,172.0
unknown,3320.0,4.5,41.0
Chinese,337.0,4.5,192.0
 Asian,337.0,4.5,192.0
 Vegetarian Friendly,337.0,4.5,192.0
Lebanese,14053.0,3.0,10.0
 Moroccan,14053.0,3.0,10.0
 Mediterranean,14053.0,3.0,10.0
Japanese,608.0,4.0,23.0
 Asian,608.0,4.0,23.0
Bar,900.0,4.0,83.0
 International,900.0,4.0,83.0
 British,900.0,4.0,83.0
 Pub,900.0,4.0,83.0
Chinese,900.0,4.0,52.0
 Asian,900.0,4.0,52.0
unknown,3000.0,3.5,3.0
unknown,6563.0,4.5,6.0
European,188.0,4.5,148.0
 Scandinavian,188.0,4.5,148.0
 Vegetarian Friendly,188.0,4.5,148.0
 Gluten Free Options,188.0,4.5,148.0
Italian,1439.0,4.0,287.0
 Pizza,1439.0,4.0,287.0
 Mediterranean,1439.0,4.0,287.0
 European,1439.0,4.0,287.0
 Vegetarian Friendly,1439.0,4.0,287.0
 Gluten Free Options,1439.0,4.0,287.0
unknown,5792.0,4.0,NaN
Italian,89.0,4.5,1165.0
 Pizza,89.0,4.5,1165.0
 Mediterranean,89.0,4.5,1165.0
 European,89.0,4.5,1165.0
 Vegetarian Friendly,89.0,4.5,1165.0
 Vegan Options,89.0,4.5,1165.0
unknown,3328.0,2.5,11.0
Italian,510.0,4.0,96.0
 Pizza,510.0,4.0,96.0
 Mediterranean,510.0,4.0,96.0
 European,510.0,4.0,96.0
 Vegetarian Friendly,510.0,4.0,96.0
European,465.0,4.0,308.0
 Eastern European,465.0,4.0,308.0
 Central European,465.0,4.0,308.0
 Hungarian,465.0,4.0,308.0
 International,465.0,4.0,308.0
 Vegetarian Friendly,465.0,4.0,308.0
Spanish,6756.0,4.0,19.0
unknown,1298.0,4.0,NaN
Seafood,7052.0,3.0,126.0
 Mediterranean,7052.0,3.0,126.0
 European,7052.0,3.0,126.0
 Spanish,7052.0,3.0,126.0
Barbecue,6601.0,3.0,105.0
 International,6601.0,3.0,105.0
Japanese,8503.0,4.0,16.0
Italian,5334.0,3.5,28.0
 Mediterranean,5334.0,3.5,28.0
European,3219.0,3.0,28.0
German,831.0,4.0,41.0
 Austrian,831.0,4.0,41.0
 European,831.0,4.0,41.0
 Central European,831.0,4.0,41.0
Italian,1698.0,4.0,240.0
 Mediterranean,1698.0,4.0,240.0
 European,1698.0,4.0,240.0
 Wine Bar,1698.0,4.0,240.0
 Vegetarian Friendly,1698.0,4.0,240.0
 Vegan Options,1698.0,4.0,240.0
 Gluten Free Options,1698.0,4.0,240.0
European,4997.0,3.5,97.0
 Spanish,4997.0,3.5,97.0
 Mediterranean,4997.0,3.5,97.0
unknown,1356.0,4.0,7.0
unknown,3977.0,4.5,24.0
unknown,4380.0,3.5,11.0
Mediterranean,236.0,4.0,17.0
 European,236.0,4.0,17.0
 Seafood,236.0,4.0,17.0
 Contemporary,236.0,4.0,17.0
 Slovenian,236.0,4.0,17.0
Japanese,210.0,4.5,189.0
 Asian,210.0,4.5,189.0
 Vegetarian Friendly,210.0,4.5,189.0
 Vegan Options,210.0,4.5,189.0
 Gluten Free Options,210.0,4.5,189.0
Cafe,74.0,5.0,95.0
 International,74.0,5.0,95.0
 European,74.0,5.0,95.0
 Vegetarian Friendly,74.0,5.0,95.0
 Vegan Options,74.0,5.0,95.0
 Gluten Free Options,74.0,5.0,95.0
Mediterranean,2080.0,4.5,101.0
 European,2080.0,4.5,101.0
 Spanish,2080.0,4.5,101.0
 Vegetarian Friendly,2080.0,4.5,101.0
Mediterranean,91.0,4.5,4080.0
 European,91.0,4.5,4080.0
 Spanish,91.0,4.5,4080.0
 Fusion,91.0,4.5,4080.0
 Vegetarian Friendly,91.0,4.5,4080.0
 Vegan Options,91.0,4.5,4080.0
 Gluten Free Options,91.0,4.5,4080.0
Moroccan,9324.0,4.0,6.0
 Mediterranean,9324.0,4.0,6.0
unknown,2277.0,3.5,2.0
Italian,42.0,4.5,1292.0
 Mediterranean,42.0,4.5,1292.0
 Vegetarian Friendly,42.0,4.5,1292.0
 Vegan Options,42.0,4.5,1292.0
 Gluten Free Options,42.0,4.5,1292.0
Chinese,15468.0,2.0,3.0
 Asian,15468.0,2.0,3.0
unknown,9125.0,5.0,NaN
Chinese,4206.0,4.5,35.0
Asian,241.0,4.5,96.0
 Korean,241.0,4.5,96.0
 Vegetarian Friendly,241.0,4.5,96.0
Mediterranean,8020.0,3.0,10.0
European,322.0,4.0,523.0
 Eastern European,322.0,4.0,523.0
 Central European,322.0,4.0,523.0
 Hungarian,322.0,4.0,523.0
 Vegetarian Friendly,322.0,4.0,523.0
 Gluten Free Options,322.0,4.0,523.0
Pub,5098.0,4.5,15.0
Italian,4472.0,4.5,14.0
 Cafe,4472.0,4.5,14.0
unknown,3674.0,3.0,NaN
Italian,227.0,4.5,190.0
 Pizza,227.0,4.5,190.0
 Seafood,227.0,4.5,190.0
 Mediterranean,227.0,4.5,190.0
 European,227.0,4.5,190.0
 Vegetarian Friendly,227.0,4.5,190.0
 Vegan Options,227.0,4.5,190.0
unknown,2437.0,4.0,15.0
Italian,4809.0,4.5,18.0
 Pizza,4809.0,4.5,18.0
 Mediterranean,4809.0,4.5,18.0
 European,4809.0,4.5,18.0
 Vegetarian Friendly,4809.0,4.5,18.0
unknown,4687.0,4.0,33.0
Mediterranean,1473.0,4.0,196.0
 European,1473.0,4.0,196.0
 Spanish,1473.0,4.0,196.0
 Vegetarian Friendly,1473.0,4.0,196.0
Mediterranean,295.0,4.0,217.0
 Greek,295.0,4.0,217.0
 Vegetarian Friendly,295.0,4.0,217.0
 Vegan Options,295.0,4.0,217.0
Mediterranean,23.0,4.5,462.0
 Irish,23.0,4.5,462.0
 Cafe,23.0,4.5,462.0
 European,23.0,4.5,462.0
 Vegetarian Friendly,23.0,4.5,462.0
 Vegan Options,23.0,4.5,462.0
 Gluten Free Options,23.0,4.5,462.0
Mediterranean,2955.0,4.5,25.0
Italian,688.0,4.5,92.0
 Mediterranean,688.0,4.5,92.0
 European,688.0,4.5,92.0
 Delicatessen,688.0,4.5,92.0
 Vegetarian Friendly,688.0,4.5,92.0
 Vegan Options,688.0,4.5,92.0
 Gluten Free Options,688.0,4.5,92.0
unknown,1957.0,3.5,5.0
unknown,1046.0,3.0,16.0
European,7484.0,5.0,5.0
 Portuguese,7484.0,5.0,5.0
European,799.0,5.0,4.0
Spanish,7198.0,3.5,18.0
French,2597.0,4.0,310.0
 European,2597.0,4.0,310.0
 Vegetarian Friendly,2597.0,4.0,310.0
 Vegan Options,2597.0,4.0,310.0
 Gluten Free Options,2597.0,4.0,310.0
Spanish,6032.0,4.0,7.0
Japanese,11039.0,3.0,461.0
 Asian,11039.0,3.0,461.0
 Soups,11039.0,3.0,461.0
Italian,47.0,4.5,328.0
 European,47.0,4.5,328.0
 Vegetarian Friendly,47.0,4.5,328.0
 Gluten Free Options,47.0,4.5,328.0
Italian,816.0,5.0,5.0
 Swiss,816.0,5.0,5.0
 European,816.0,5.0,5.0
Fast Food,1684.0,3.0,14.0
unknown,12100.0,3.0,3.0
Cafe,771.0,5.0,5.0
 International,771.0,5.0,5.0
 Soups,771.0,5.0,5.0
Mexican,2951.0,3.5,94.0
 Fast Food,2951.0,3.5,94.0
Japanese,9874.0,3.5,49.0
Italian,15389.0,3.0,64.0
 Pizza,15389.0,3.0,64.0
Italian,1372.0,4.0,136.0
 Pizza,1372.0,4.0,136.0
 Mediterranean,1372.0,4.0,136.0
 European,1372.0,4.0,136.0
 Vegetarian Friendly,1372.0,4.0,136.0
 Vegan Options,1372.0,4.0,136.0
Italian,829.0,4.0,57.0
 Mediterranean,829.0,4.0,57.0
Italian,1142.0,4.5,12.0
 Pizza,1142.0,4.5,12.0
 Vegetarian Friendly,1142.0,4.5,12.0
Indian,4802.0,4.5,51.0
 Asian,4802.0,4.5,51.0
 Street Food,4802.0,4.5,51.0
 Vegetarian Friendly,4802.0,4.5,51.0
 Vegan Options,4802.0,4.5,51.0
 Gluten Free Options,4802.0,4.5,51.0
unknown,1136.0,1.0,NaN
unknown,1916.0,3.5,3.0
French,2100.0,4.0,4.0
Middle Eastern,2070.0,3.5,4.0
Italian,7142.0,4.0,18.0
 Mediterranean,7142.0,4.0,18.0
 European,7142.0,4.0,18.0
 Vegetarian Friendly,7142.0,4.0,18.0
Italian,4721.0,5.0,8.0
 Cafe,4721.0,5.0,8.0
 Wine Bar,4721.0,5.0,8.0
unknown,4098.0,3.5,143.0
Italian,2648.0,4.5,97.0
 Pub,2648.0,4.5,97.0
 Gastropub,2648.0,4.5,97.0
Swiss,36.0,4.5,203.0
 European,36.0,4.5,203.0
 Central European,36.0,4.5,203.0
 French,36.0,4.5,203.0
 Mediterranean,36.0,4.5,203.0
 Vegetarian Friendly,36.0,4.5,203.0
 Gluten Free Options,36.0,4.5,203.0
Italian,1709.0,4.5,8.0
French,5079.0,4.5,46.0
Pizza,5433.0,3.5,7.0
Mediterranean,1363.0,4.0,311.0
 Spanish,1363.0,4.0,311.0
 Vegetarian Friendly,1363.0,4.0,311.0
Cafe,8020.0,4.0,46.0
 British,8020.0,4.0,46.0
 Vegetarian Friendly,8020.0,4.0,46.0
unknown,2730.0,2.0,NaN
African,1315.0,4.5,19.0
 Vegan Options,1315.0,4.5,19.0
Diner,14617.0,3.0,24.0
unknown,4109.0,4.5,8.0
Italian,659.0,4.5,44.0
 Mediterranean,659.0,4.5,44.0
 European,659.0,4.5,44.0
Bar,3766.0,3.5,496.0
 European,3766.0,3.5,496.0
 Pub,3766.0,3.5,496.0
 Czech,3766.0,3.5,496.0
 Eastern European,3766.0,3.5,496.0
 Central European,3766.0,3.5,496.0
Cafe,3221.0,2.0,NaN
unknown,2949.0,4.0,2.0
Vegetarian Friendly,686.0,4.0,25.0
Italian,343.0,4.5,37.0
 German,343.0,4.5,37.0
 Mediterranean,343.0,4.5,37.0
 European,343.0,4.5,37.0
 Pizza,343.0,4.5,37.0
 Seafood,343.0,4.5,37.0
 Vegetarian Friendly,343.0,4.5,37.0
unknown,15350.0,3.0,2.0
unknown,2152.0,4.5,13.0
unknown,5762.0,4.0,NaN
French,873.0,4.5,275.0
 European,873.0,4.5,275.0
 Vegetarian Friendly,873.0,4.5,275.0
Pub,834.0,3.5,6.0
Mexican,592.0,4.5,265.0
 Delicatessen,592.0,4.5,265.0
 Healthy,592.0,4.5,265.0
 Gastropub,592.0,4.5,265.0
 Vegetarian Friendly,592.0,4.5,265.0
 Vegan Options,592.0,4.5,265.0
French,11963.0,3.5,2.0
Fast Food,2569.0,3.5,40.0
 Brazilian,2569.0,3.5,40.0
 South American,2569.0,3.5,40.0
Cafe,5428.0,4.5,37.0
 British,5428.0,4.5,37.0
 European,5428.0,4.5,37.0
 Vegetarian Friendly,5428.0,4.5,37.0
 Vegan Options,5428.0,4.5,37.0
 Gluten Free Options,5428.0,4.5,37.0
Japanese,12055.0,3.0,49.0
 Sushi,12055.0,3.0,49.0
 Asian,12055.0,3.0,49.0
 Chinese,12055.0,3.0,49.0
Italian,2189.0,4.0,203.0
 Mediterranean,2189.0,4.0,203.0
 European,2189.0,4.0,203.0
 Vegetarian Friendly,2189.0,4.0,203.0
French,6726.0,4.0,26.0
 European,6726.0,4.0,26.0
 Bar,6726.0,4.0,26.0
 Pub,6726.0,4.0,26.0
Bar,1050.0,4.5,3.0
 Pub,1050.0,4.5,3.0
British,9177.0,5.0,NaN
Italian,1225.0,4.5,30.0
Polish,44.0,4.0,1882.0
 European,44.0,4.0,1882.0
 Eastern European,44.0,4.0,1882.0
 Central European,44.0,4.0,1882.0
 Vegetarian Friendly,44.0,4.0,1882.0
Cafe,5873.0,4.0,NaN
Cafe,518.0,4.5,101.0
 Asian,518.0,4.5,101.0
 Thai,518.0,4.5,101.0
 Vegetarian Friendly,518.0,4.5,101.0
 Gluten Free Options,518.0,4.5,101.0
Pizza,12703.0,3.0,4.0
French,9198.0,3.5,64.0
 Cafe,9198.0,3.5,64.0
 European,9198.0,3.5,64.0
Japanese,483.0,4.5,104.0
French,5411.0,4.0,31.0
Italian,3735.0,4.0,11.0
American,14554.0,3.0,37.0
Cafe,2672.0,5.0,8.0
 International,2672.0,5.0,8.0
 Diner,2672.0,5.0,8.0
 Healthy,2672.0,5.0,8.0
Mediterranean,6785.0,3.0,6.0
Hawaiian,4026.0,4.5,16.0
 Fast Food,4026.0,4.5,16.0
 Sushi,4026.0,4.5,16.0
 Vegetarian Friendly,4026.0,4.5,16.0
Asian,1754.0,3.5,121.0
 Thai,1754.0,3.5,121.0
 Vietnamese,1754.0,3.5,121.0
 Vegetarian Friendly,1754.0,3.5,121.0
Bar,658.0,5.0,20.0
 Pub,658.0,5.0,20.0
 Vegetarian Friendly,658.0,5.0,20.0
Bar,3980.0,2.5,44.0
 European,3980.0,2.5,44.0
 Czech,3980.0,2.5,44.0
 Eastern European,3980.0,2.5,44.0
 Pub,3980.0,2.5,44.0
Japanese,2048.0,4.0,61.0
 Sushi,2048.0,4.0,61.0
Italian,29.0,4.5,417.0
 Seafood,29.0,4.5,417.0
 Mediterranean,29.0,4.5,417.0
 European,29.0,4.5,417.0
 Vegan Options,29.0,4.5,417.0
 Vegetarian Friendly,29.0,4.5,417.0
American,5020.0,3.5,89.0
unknown,16204.0,1.5,216.0
unknown,995.0,4.5,16.0
Mediterranean,2624.0,4.0,124.0
 European,2624.0,4.0,124.0
 Spanish,2624.0,4.0,124.0
European,283.0,3.5,14.0
 Slovenian,283.0,3.5,14.0
 Central European,283.0,3.5,14.0
Thai,5236.0,4.5,38.0
French,7699.0,4.0,15.0
Mediterranean,2131.0,4.0,266.0
 Spanish,2131.0,4.0,266.0
 Vegetarian Friendly,2131.0,4.0,266.0
Italian,886.0,4.5,34.0
 Pizza,886.0,4.5,34.0
 Vegetarian Friendly,886.0,4.5,34.0
Bar,3035.0,4.0,138.0
 Pizza,3035.0,4.0,138.0
Mediterranean,359.0,4.0,189.0
 European,359.0,4.0,189.0
 Portuguese,359.0,4.0,189.0
 Vegetarian Friendly,359.0,4.0,189.0
Vietnamese,13342.0,3.5,3.0
Italian,338.0,4.5,238.0
 Pizza,338.0,4.5,238.0
 Mediterranean,338.0,4.5,238.0
 European,338.0,4.5,238.0
 Vegetarian Friendly,338.0,4.5,238.0
unknown,1186.0,5.0,2.0
